YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,PS,WS10M,T2MDEW,SZA
2024,10,1,0,0,21.8,85.58,97.72,2.07,19.28,90
2024,10,1,1,0,21.78,86.3,97.68,2.05,19.4,90
2024,10,1,2,0,21.7,88.49,97.66,2.19,19.72,90
2024,10,1,3,0,21.56,91.03,97.65,2.4,20.04,90
2024,10,1,4,0,21.49,93.17,97.65,2.58,20.35,90
2024,10,1,5,5.15,21.57,93.92,97.65,2.83,20.57,89.01
2024,10,1,6,98.55,22.97,86.48,97.68,3.65,20.61,78.8
2024,10,1,7,241.07,24.86,73.79,97.71,4.71,19.87,66.69
2024,10,1,8,423.6,26.35,63.69,97.73,5.38,18.94,55.39
2024,10,1,9,561.95,27.48,56.74,97.74,6.1,18.16,45.62
2024,10,1,10,654.95,28.07,52.34,97.74,6.83,17.42,38.65
2024,10,1,11,641.75,28.04,50.22,97.72,7.45,16.74,36.19
2024,10,1,12,621.75,27.78,49.03,97.7,7.78,16.11,39.11
2024,10,1,13,512.12,27.36,48.84,97.69,7.82,15.64,46.39
2024,10,1,14,363.4,26.79,49.61,97.68,7.76,15.36,56.34
2024,10,1,15,217.77,25.9,51.74,97.69,7.57,15.19,67.75
2024,10,1,16,86.38,24.57,56.51,97.71,7,15.33,79.91
2024,10,1,17,3.25,22.93,64.16,97.73,5.63,15.77,89.41
2024,10,1,18,0,21.89,71.02,97.77,4.78,16.39,90
2024,10,1,19,0,21.5,74.27,97.8,4.4,16.71,90
2024,10,1,20,0,21.13,77.35,97.81,4.19,17.01,90
2024,10,1,21,0,21.11,77.25,97.81,4.23,16.98,90
2024,10,1,22,0,21.12,76.39,97.8,4.21,16.82,90
2024,10,1,23,0,21.06,75.92,97.79,4.18,16.64,90
2024,10,2,0,0,20.98,75.54,97.78,4.09,16.51,90
2024,10,2,1,0,20.86,75.53,97.77,3.98,16.38,90
2024,10,2,2,0,20.73,75.81,97.75,3.8,16.31,90
2024,10,2,3,0,20.57,76.31,97.77,3.58,16.27,90
2024,10,2,4,0,20.44,76.43,97.79,3.32,16.18,90
2024,10,2,5,6.22,20.27,76.16,97.83,3,15.95,89.06
2024,10,2,6,127.97,21.34,69.76,97.88,3.27,15.62,78.95
2024,10,2,7,318.55,23.02,60.15,97.95,3.74,14.89,66.87
2024,10,2,8,508.23,24.43,53.5,97.99,3.8,14.37,55.6
2024,10,2,9,633.33,25.93,47.82,98,3.99,14.01,45.89
2024,10,2,10,754.03,27.19,43.23,98,4.41,13.57,38.99
2024,10,2,11,785.15,27.92,40.68,97.99,4.92,13.24,36.58
2024,10,2,12,754.9,28.11,40.14,97.98,5.35,13.2,39.5
2024,10,2,13,628.88,27.79,41.4,97.98,5.61,13.39,46.75
2024,10,2,14,508.65,26.98,44.29,98,5.54,13.74,56.67
2024,10,2,15,316.38,25.87,48.04,98.01,5.07,14,68.04
2024,10,2,16,124.18,24.54,52.56,98.03,4.39,14.17,79.68
2024,10,2,17,0,22.46,60.8,98.06,3.44,14.49,90
2024,10,2,18,0,21.12,67.45,98.1,2.78,14.84,90
2024,10,2,19,0,20.4,71.45,98.15,2.39,15.08,90
2024,10,2,20,0,19.96,74.31,98.18,2.25,15.25,90
2024,10,2,21,0,19.53,77.01,98.18,2.19,15.42,90
2024,10,2,22,0,19.14,79.67,98.18,2.1,15.55,90
2024,10,2,23,0,18.92,81.06,98.18,1.92,15.63,90
2024,10,3,0,0,18.95,80.9,98.17,1.64,15.63,90
2024,10,3,1,0,18.98,80.67,98.16,1.37,15.61,90
2024,10,3,2,0,18.83,81.35,98.16,1.2,15.57,90
2024,10,3,3,0,18.58,82.43,98.17,1.23,15.54,90
2024,10,3,4,0,18.23,84.13,98.2,1.36,15.52,90
2024,10,3,5,6.38,17.84,86.32,98.22,1.5,15.54,89.12
2024,10,3,6,145.82,18.81,81.46,98.25,1.53,15.57,79.11
2024,10,3,7,362.58,21.59,66.02,98.29,1.44,14.97,67.04
2024,10,3,8,561.92,23.88,52.68,98.32,1.05,13.57,55.82
2024,10,3,9,717.08,25.91,42.89,98.31,0.51,12.28,46.16
2024,10,3,10,814.97,27.93,34.5,98.27,0.16,10.76,39.32
2024,10,3,11,837.28,29.7,28.13,98.22,0.96,9.04,36.96
2024,10,3,12,800.47,30.95,24.67,98.15,2.06,7.75,39.88
2024,10,3,13,692.55,31.13,24.82,98.12,3.05,7.73,47.11
2024,10,3,14,535.6,30.54,26.85,98.1,3.85,8.27,56.99
2024,10,3,15,332.05,29.21,30.9,98.1,4.4,9.29,68.34
2024,10,3,16,125.07,27.03,38.41,98.12,4.81,10.97,80.03
2024,10,3,17,0,23.68,53.71,98.15,4.64,13.48,90
2024,10,3,18,0,21.26,69.1,98.2,4.37,15.34,90
2024,10,3,19,0,20.42,74.87,98.25,3.83,15.83,90
2024,10,3,20,0,19.93,77.54,98.28,3.36,15.9,90
2024,10,3,21,0,19.47,80.41,98.3,2.85,16.02,90
2024,10,3,22,0,18.99,84.06,98.3,2.49,16.26,90
2024,10,3,23,0,18.63,87.86,98.29,2.39,16.6,90
2024,10,4,0,0,18.47,90.7,98.28,2.24,16.94,90
2024,10,4,1,0,18.5,91.98,98.26,2.07,17.2,90
2024,10,4,2,0,18.47,93.24,98.25,1.98,17.39,90
2024,10,4,3,0,18.58,93.47,98.24,1.95,17.52,90
2024,10,4,4,0,18.66,93.65,98.24,1.91,17.64,90
2024,10,4,5,5.43,18.63,94.13,98.26,1.82,17.67,89.17
2024,10,4,6,133.35,19.77,87.49,98.28,1.73,17.63,79.26
2024,10,4,7,344.05,22.33,72.59,98.31,1.98,17.14,67.22
2024,10,4,8,542.92,24.88,56.46,98.31,2.09,15.5,56.03
2024,10,4,9,697.5,27.23,44.29,98.28,2,13.78,46.43
2024,10,4,10,794.67,29.52,34.82,98.23,2.15,11.96,39.66
2024,10,4,11,809.95,30.91,30.95,98.17,2.71,11.28,37.35
2024,10,4,12,766.1,31.65,29.75,98.1,3.52,11.22,40.27
2024,10,4,13,659.6,31.64,30.79,98.04,4.37,11.68,47.46
2024,10,4,14,505.45,30.88,34.09,98.01,5.09,12.64,57.31
2024,10,4,15,306.67,29.34,40.55,98,5.59,14.14,68.64
2024,10,4,16,109.28,26.94,52.23,98.01,5.8,16.17,80.38
2024,10,4,17,0,24.01,69.3,98.04,5.31,18.03,90
2024,10,4,18,0,22.24,80.85,98.08,4.76,18.81,90
2024,10,4,19,0,21.92,83.6,98.12,4.51,19.04,90
2024,10,4,20,0,21.71,85.41,98.14,4.22,19.17,90
2024,10,4,21,0,21.35,87.87,98.15,3.84,19.28,90
2024,10,4,22,0,21.01,90.02,98.13,3.5,19.33,90
2024,10,4,23,0,20.78,91.16,98.12,3.13,19.3,90
2024,10,5,0,0,20.55,91.94,98.11,2.75,19.21,90
2024,10,5,1,0,20.32,92.78,98.08,2.48,19.12,90
2024,10,5,2,0,20.09,93.77,98.08,2.37,19.07,90
2024,10,5,3,0,19.92,94.36,98.08,2.31,18.99,90
2024,10,5,4,0,19.73,94.82,98.09,2.22,18.9,90
2024,10,5,5,4.7,19.48,95.41,98.09,2.25,18.74,89.22
2024,10,5,6,119.57,20.72,87.48,98.09,2.54,18.56,79.41
2024,10,5,7,322.27,23.04,72.69,98.11,2.88,17.84,67.4
2024,10,5,8,517.67,25.39,58.06,98.11,2.76,16.45,56.25
2024,10,5,9,670.12,28.45,41.93,98.08,2.49,13.99,46.71
2024,10,5,10,765.72,30.68,33.4,98.03,2.31,12.34,40
2024,10,5,11,797.55,32.17,29.14,97.97,2.42,11.4,37.73
2024,10,5,12,755.85,33.04,27.48,97.9,2.97,11.12,40.65
2024,10,5,13,646.9,33.12,28.08,97.83,3.86,11.39,47.82
2024,10,5,14,486.17,32.28,31.45,97.78,4.81,12.4,57.63
2024,10,5,15,287.12,30.48,38.6,97.77,5.53,14.19,68.93
2024,10,5,16,94.25,27.66,52.5,97.78,5.95,16.83,80.72
2024,10,5,17,0,24.32,73.64,97.8,5.58,19.3,90
2024,10,5,18,0,22.67,85.36,97.84,4.93,20.11,90
2024,10,5,19,0,22.31,87.46,97.89,4.72,20.14,90
2024,10,5,20,0,22.02,88.94,97.93,4.45,20.12,90
2024,10,5,21,0,21.85,89.12,97.95,4.02,19.98,90
2024,10,5,22,0,21.65,89.98,97.95,3.51,19.94,90
2024,10,5,23,0,21.44,91.07,97.93,3.19,19.93,90
2024,10,6,0,0,21.3,91.96,97.92,3.11,19.95,90
2024,10,6,1,0,21.19,91.94,97.89,3.09,19.85,90
2024,10,6,2,0,21.24,90.8,97.88,3.11,19.7,90
2024,10,6,3,0,21.12,90.74,97.89,2.99,19.56,90
2024,10,6,4,0,20.97,90.97,97.91,2.79,19.46,90
2024,10,6,5,4,20.7,91.69,97.93,2.34,19.31,89.27
2024,10,6,6,98,21.69,84.93,97.95,2.62,19.05,79.57
2024,10,6,7,282.92,23.52,73.63,97.99,2.61,18.52,67.58
2024,10,6,8,469.85,25.71,61.55,98,2.31,17.71,56.47
2024,10,6,9,630.05,28.29,48.94,97.99,2.17,16.41,46.98
2024,10,6,10,724.05,30.89,38.27,97.96,2.13,14.7,40.34
2024,10,6,11,776.95,32.55,32.66,97.9,2.25,13.49,38.11
2024,10,6,12,727.72,33.21,30.81,97.85,2.73,13.05,41.04
2024,10,6,13,607.42,33.06,31.61,97.79,3.72,13.23,48.17
2024,10,6,14,443.77,31.88,35.94,97.76,4.89,14.23,57.95
2024,10,6,15,242.05,29.65,45.06,97.76,5.84,16.04,69.22
2024,10,6,16,72.75,26.22,63.15,97.81,6.36,18.55,81.05
2024,10,6,17,0,23.02,83.97,97.86,5.89,20.18,90
2024,10,6,18,0,22.32,87.95,97.91,5.44,20.25,90
2024,10,6,19,0,22.09,88.6,97.97,5.06,20.14,90
2024,10,6,20,0,21.86,89.66,98.02,4.35,20.1,90
2024,10,6,21,0,21.84,88.03,98.05,3.72,19.78,90
2024,10,6,22,0,21.71,87.06,98.06,3.23,19.48,90
2024,10,6,23,0,21.54,87.35,98.03,2.96,19.37,90
2024,10,7,0,0,21.39,87.6,98.01,2.72,19.27,90
2024,10,7,1,0,21.27,87.55,98,2.38,19.14,90
2024,10,7,2,0,21.14,87.58,98,2.02,19.01,90
2024,10,7,3,0,21.07,87.73,98.03,1.83,18.97,90
2024,10,7,4,0,20.89,89.12,98.06,1.68,19.05,90
2024,10,7,5,3.75,20.84,89.24,98.1,1.49,19.02,89.32
2024,10,7,6,91.07,21.65,83.98,98.14,1.57,18.86,79.73
2024,10,7,7,254.75,23.35,73.24,98.18,1.34,18.31,67.76
2024,10,7,8,420.48,25.13,64.24,98.22,1.13,17.91,56.69
2024,10,7,9,539.35,27.18,55.36,98.22,1.43,17.49,47.26
2024,10,7,10,635.6,29.09,47.83,98.2,2.11,16.92,40.68
2024,10,7,11,667.33,30.42,42.55,98.18,2.9,16.23,38.49
2024,10,7,12,659.78,30.94,40.63,98.14,3.8,15.93,41.42
2024,10,7,13,541.85,30.67,41.6,98.11,4.62,16.04,48.52
2024,10,7,14,431.08,29.73,44.79,98.11,5.19,16.37,58.27
2024,10,7,15,247.5,28.12,50.72,98.13,5.34,16.9,69.51
2024,10,7,16,77.88,25.93,59.97,98.16,5.1,17.54,81.38
2024,10,7,17,0,23.3,73.3,98.19,4.52,18.27,90
2024,10,7,18,0,21.81,82.79,98.25,4.31,18.76,90
2024,10,7,19,0,21.3,85.82,98.29,3.94,18.85,90
2024,10,7,20,0,21.18,86.34,98.31,3.71,18.83,90
2024,10,7,21,0,21.05,86.48,98.32,3.39,18.72,90
2024,10,7,22,0,20.83,87.27,98.31,2.94,18.64,90
2024,10,7,23,0,20.89,86.44,98.3,2.42,18.57,90
2024,10,8,0,0,20.98,85.72,98.31,1.84,18.51,90
2024,10,8,1,0,20.94,85.87,98.31,1.4,18.5,90
2024,10,8,2,0,20.82,86.5,98.3,1.24,18.51,90
2024,10,8,3,0,20.68,87.26,98.32,1.21,18.49,90
2024,10,8,4,0,20.49,88.04,98.32,1.23,18.46,90
2024,10,8,5,3.8,20.16,89.47,98.34,1.25,18.39,89.37
2024,10,8,6,108.9,21.01,84.73,98.36,1.3,18.34,79.89
2024,10,8,7,307.3,23.06,73.87,98.4,1.64,18.14,67.95
2024,10,8,8,497.65,25.35,61.51,98.41,2.2,17.38,56.92
2024,10,8,9,662.2,28.08,47.45,98.39,3.5,15.66,47.53
2024,10,8,10,761.38,29.99,40.24,98.37,4.54,14.7,41.02
2024,10,8,11,789.97,30.98,37.25,98.34,5.26,14.36,38.88
2024,10,8,12,751.83,31.18,36.57,98.29,5.84,14.31,41.8
2024,10,8,13,645.1,30.73,37.82,98.27,6.18,14.53,48.87
2024,10,8,14,486.5,29.77,40.07,98.27,6.17,14.66,58.58
2024,10,8,15,287.75,28.37,43.74,98.28,5.84,14.78,69.8
2024,10,8,16,88.05,26.45,51.93,98.29,5.42,15.69,81.69
2024,10,8,17,0,23.75,68.31,98.32,4.5,17.51,90
2024,10,8,18,0,22.12,83.02,98.36,4.12,19.1,90
2024,10,8,19,0,21.52,89.42,98.4,3.94,19.72,90
2024,10,8,20,0,21.14,92.16,98.42,3.59,19.83,90
2024,10,8,21,0,20.79,94.05,98.42,3.08,19.81,90
2024,10,8,22,0,20.37,96.17,98.4,2.39,19.74,90
2024,10,8,23,0,20.17,97.34,98.37,1.91,19.74,90
2024,10,9,0,0,20.07,97.73,98.35,1.76,19.7,90
2024,10,9,1,0,20.01,97.86,98.32,1.67,19.67,90
2024,10,9,2,0,19.99,97.76,98.3,1.57,19.62,90
2024,10,9,3,0,20,97.23,98.3,1.44,19.54,90
2024,10,9,4,0,20.05,96.34,98.3,1.32,19.44,90
2024,10,9,5,3.5,20.11,95.05,98.3,1.2,19.3,89.42
2024,10,9,6,110.25,20.89,89.59,98.31,1.16,19.11,80.05
2024,10,9,7,310.38,23.07,76.75,98.34,1.38,18.76,68.13
2024,10,9,8,502.1,25.99,58.81,98.35,1.85,17.26,57.14
2024,10,9,9,653.4,28.44,47.68,98.33,2.43,16.23,47.81
2024,10,9,10,750.12,30.49,39.82,98.3,3.13,15.18,41.36
2024,10,9,11,777.12,31.66,35.93,98.24,3.81,14.53,39.25
2024,10,9,12,735.38,31.99,34.85,98.18,4.32,14.3,42.17
2024,10,9,13,624.88,31.74,35.56,98.13,4.74,14.39,49.22
2024,10,9,14,468.1,30.9,38.02,98.1,5.1,14.71,58.9
2024,10,9,15,271.58,29.36,43.02,98.1,5.35,15.31,70.09
2024,10,9,16,78.65,26.95,52.35,98.13,5.45,16.23,82
2024,10,9,17,0,23.79,67.82,98.15,4.83,17.41,90
2024,10,9,18,0,21.78,80.92,98.18,4.26,18.33,90
2024,10,9,19,0,20.85,88.27,98.2,3.84,18.83,90
2024,10,9,20,0,20.28,92.35,98.21,3.38,19.01,90
2024,10,9,21,0,20.12,92.86,98.2,3.17,18.93,90
2024,10,9,22,0,19.76,94.06,98.18,2.8,18.77,90
2024,10,9,23,0,19.52,95.73,98.17,2.37,18.81,90
2024,10,10,0,0,19.55,95.33,98.15,1.84,18.77,90
2024,10,10,1,0,19.57,94.58,98.13,1.42,18.67,90
2024,10,10,2,0,19.58,93.88,98.1,1.15,18.57,90
2024,10,10,3,0,19.54,93.63,98.1,0.97,18.5,90
2024,10,10,4,0,19.45,93.88,98.09,0.92,18.44,90
2024,10,10,5,0,19.32,94.36,98.09,0.94,18.39,90
2024,10,10,6,108.3,19.98,90.19,98.1,1.06,18.34,79.66
2024,10,10,7,274.8,21.77,79.07,98.12,1.29,17.99,68.32
2024,10,10,8,438.12,23.98,65.52,98.13,1.52,17.12,57.37
2024,10,10,9,572.55,26.11,55.31,98.11,2.06,16.44,48.09
2024,10,10,10,702.65,28.03,46.65,98.07,2.7,15.49,41.7
2024,10,10,11,737.9,29.28,41.88,98.02,3.26,14.9,39.63
2024,10,10,12,697.08,29.86,39.96,97.96,3.76,14.64,42.55
2024,10,10,13,601.25,29.8,40.16,97.91,4.25,14.62,49.56
2024,10,10,14,458.23,28.97,42.94,97.9,4.63,14.9,59.21
2024,10,10,15,262.88,27.41,48.46,97.91,4.73,15.4,70.37
2024,10,10,16,73.82,25.01,58.89,97.93,4.56,16.3,82.3
2024,10,10,17,0,21.93,76.05,97.95,4.05,17.48,90
2024,10,10,18,0,20.55,87.02,97.98,3.7,18.33,90
2024,10,10,19,0,20.23,90.55,98.01,3.45,18.64,90
2024,10,10,20,0,19.95,92.42,98.04,3.22,18.69,90
2024,10,10,21,0,19.73,93.31,98.06,2.94,18.61,90
2024,10,10,22,0,19.69,92.65,98.04,2.45,18.46,90
2024,10,10,23,0,19.68,91.93,98.01,1.77,18.32,90
2024,10,11,0,0,19.61,91.29,97.99,0.97,18.15,90
2024,10,11,1,0,19.42,91.18,97.96,0.57,17.94,90
2024,10,11,2,0,19.24,91.15,97.94,0.37,17.75,90
2024,10,11,3,0,19.05,91.39,97.94,0.31,17.6,90
2024,10,11,4,0,18.88,91.67,97.96,0.41,17.48,90
2024,10,11,5,0,18.76,91.52,97.98,0.58,17.34,90
2024,10,11,6,114.5,19.57,85.96,98.02,0.97,17.16,79.87
2024,10,11,7,303.27,21.37,75.57,98.08,1.54,16.88,68.51
2024,10,11,8,492.02,23.51,63.6,98.13,1.87,16.21,57.59
2024,10,11,9,666.15,25.62,53.5,98.12,2.21,15.45,48.37
2024,10,11,10,760.8,27.48,45.04,98.08,2.49,14.44,42.03
2024,10,11,11,784.53,28.98,38.34,98.02,2.83,13.22,40.01
2024,10,11,12,739.75,29.83,34.93,97.96,3.34,12.35,42.92
2024,10,11,13,631.3,29.94,34.5,97.9,3.93,12.13,49.91
2024,10,11,14,472.38,29.17,37.13,97.87,4.36,12.57,59.52
2024,10,11,15,276.33,27.64,42.77,97.88,4.54,13.49,70.66
2024,10,11,16,77.97,25.48,52.78,97.91,4.51,14.91,82.59
2024,10,11,17,0,22.61,69.29,97.95,4.22,16.59,90
2024,10,11,18,0,21.02,82.69,98,3.98,17.92,90
2024,10,11,19,0,20.28,90.63,98.04,3.64,18.69,90
2024,10,11,20,0,20.11,93.85,98.08,3.49,19.1,90
2024,10,11,21,0,20.11,94.72,98.08,3.18,19.24,90
2024,10,11,22,0,20.07,94.29,98.08,2.88,19.13,90
2024,10,11,23,0,19.95,94.1,98.05,2.33,18.97,90
2024,10,12,0,0,19.67,94.44,98.03,1.65,18.74,90
2024,10,12,1,0,19.41,94.43,97.99,1.37,18.49,90
2024,10,12,2,0,19.28,94.41,97.97,1.03,18.36,90
2024,10,12,3,0,19.3,93.26,97.97,0.71,18.18,90
2024,10,12,4,0,19.26,92.27,97.99,0.5,17.96,90
2024,10,12,5,0,19.2,91.8,98.02,0.4,17.82,90
2024,10,12,6,118.7,19.73,88.79,98.05,0.44,17.8,80.07
2024,10,12,7,316.58,21.84,75.81,98.1,0.8,17.36,68.7
2024,10,12,8,509.17,24.38,60.41,98.13,1.23,16.21,57.82
2024,10,12,9,654.97,27.21,46.42,98.11,1.65,14.6,48.65
2024,10,12,10,751.72,29.46,38.26,98.07,2.21,13.54,42.37
2024,10,12,11,773.67,30.6,35.25,98.02,2.95,13.2,40.38
2024,10,12,12,731.72,30.89,35.1,97.96,3.81,13.34,43.29
2024,10,12,13,619.58,30.51,37.04,97.93,4.55,13.82,50.25
2024,10,12,14,464.73,29.47,41.01,97.93,5.12,14.55,59.83
2024,10,12,15,269.65,27.7,48.21,97.94,5.36,15.58,70.94
2024,10,12,16,72.85,25.32,59.13,97.97,5.09,16.68,82.87
2024,10,12,17,0,22.56,74.2,98.01,4.31,17.72,90
2024,10,12,18,0,21.1,84.37,98.05,3.89,18.36,90
2024,10,12,19,0,20.56,88.41,98.08,3.54,18.58,90
2024,10,12,20,0,20.25,90.14,98.12,3.08,18.58,90
2024,10,12,21,0,19.94,91.57,98.13,2.56,18.52,90
2024,10,12,22,0,19.65,92.63,98.13,1.97,18.41,90
2024,10,12,23,0,19.66,91.54,98.12,1.44,18.23,90
2024,10,13,0,0,19.6,90.44,98.11,1.16,17.97,90
2024,10,13,1,0,19.59,89.47,98.1,0.86,17.78,90
2024,10,13,2,0,19.49,89.67,98.09,0.63,17.73,90
2024,10,13,3,0,19.34,90.18,98.1,0.49,17.68,90
2024,10,13,4,0,19.28,90.18,98.11,0.44,17.63,90
2024,10,13,5,0,19.18,90.34,98.13,0.47,17.56,90
2024,10,13,6,106.3,19.61,87.58,98.16,0.48,17.49,80.28
2024,10,13,7,291.4,21.86,74.97,98.21,0.73,17.22,68.89
2024,10,13,8,475.55,24.49,61.34,98.23,0.97,16.54,58.05
2024,10,13,9,617.12,26.86,50.82,98.2,0.97,15.8,48.94
2024,10,13,10,736.35,29.12,41.63,98.15,1.16,14.72,42.71
2024,10,13,11,746.92,31.17,33.73,98.09,1.73,13.09,40.76
2024,10,13,12,694.95,31.98,31.64,98.03,2.67,12.67,43.66
2024,10,13,13,592.2,31.79,33.13,97.99,3.72,13.15,50.59
2024,10,13,14,426.98,30.76,37.61,97.97,4.65,14.27,60.13
2024,10,13,15,238.55,28.89,46.09,97.97,5.25,15.92,71.21
2024,10,13,16,59.1,26.21,59.85,98,5.31,17.72,83.15
2024,10,13,17,0,23.17,77.49,98.05,4.55,19.03,90
2024,10,13,18,0,21.79,86.37,98.08,3.92,19.44,90
2024,10,13,19,0,21.23,90.27,98.11,3.2,19.59,90
2024,10,13,20,0,20.97,91.98,98.12,2.77,19.63,90
2024,10,13,21,0,20.98,91.49,98.12,2.48,19.56,90
2024,10,13,22,0,20.93,91.52,98.12,2.02,19.51,90
2024,10,13,23,0,20.79,91.72,98.1,1.33,19.4,90
2024,10,14,0,0,20.61,91.89,98.07,0.94,19.25,90
2024,10,14,1,0,20.45,91.68,98.05,0.65,19.06,90
2024,10,14,2,0,20.28,91.46,98.03,0.31,18.84,90
2024,10,14,3,0,20.06,91.99,98.03,0.1,18.7,90
2024,10,14,4,0,19.77,93.66,98.03,0.4,18.7,90
2024,10,14,5,0,19.48,95.38,98.05,0.67,18.7,90
2024,10,14,6,98.05,19.88,92.99,98.07,0.84,18.69,80.49
2024,10,14,7,281.08,22.23,79.26,98.12,0.94,18.45,69.08
2024,10,14,8,467.3,24.58,65.83,98.13,0.87,17.76,58.28
2024,10,14,9,599.78,27.45,49.26,98.12,0.89,15.73,49.22
2024,10,14,10,722.05,30.05,37.06,98.08,1.13,13.51,43.05
2024,10,14,11,750.38,31.38,33.11,98.03,1.9,12.86,41.13
2024,10,14,12,708.45,31.91,32.51,97.98,3.03,12.98,44.03
2024,10,14,13,597.05,31.62,34.74,97.95,4.21,13.75,50.92
2024,10,14,14,438.77,30.46,40.11,97.95,5.17,15.04,60.43
2024,10,14,15,247.55,28.53,49.09,97.97,5.58,16.63,71.49
2024,10,14,16,61.53,26.02,62.05,98,5.21,18.15,83.42
2024,10,14,17,0,23.62,76.3,98.03,4.18,19.21,90
2024,10,14,18,0,22.73,83,98.05,3.62,19.7,90
2024,10,14,19,0,22.3,85.84,98.07,3.14,19.83,90
2024,10,14,20,0,22.08,87.36,98.08,2.67,19.89,90
2024,10,14,21,0,22,87.91,98.1,2.26,19.91,90
2024,10,14,22,0,21.91,88.4,98.09,1.95,19.93,90
2024,10,14,23,0,21.81,88.87,98.08,1.66,19.91,90
2024,10,15,0,0,21.65,89.55,98.07,1.44,19.88,90
2024,10,15,1,0,21.54,89.84,98.05,1.39,19.82,90
2024,10,15,2,0,21.47,89.66,98.03,1.36,19.71,90
2024,10,15,3,0,21.44,89.28,98.03,1.31,19.62,90
2024,10,15,4,0,21.4,88.97,98.04,1.21,19.52,90
2024,10,15,5,0,21.37,88.36,98.06,1.1,19.38,90
2024,10,15,6,94.7,21.92,84.71,98.11,1.14,19.26,80.69
2024,10,15,7,278.25,23.6,74.37,98.18,1.49,18.79,69.27
2024,10,15,8,463.77,25.5,63.84,98.22,1.52,18.18,58.52
2024,10,15,9,608.72,27.45,54.62,98.22,1.73,17.52,49.5
2024,10,15,10,674.95,29.13,47.48,98.19,1.96,16.85,43.38
2024,10,15,11,705.78,30.36,42.89,98.15,2.29,16.34,41.5
2024,10,15,12,660.47,31.05,40.52,98.08,2.66,16.04,44.39
2024,10,15,13,578.55,31.23,39.82,98.04,3.04,15.88,51.26
2024,10,15,14,421.33,30.83,40.59,98.02,3.5,15.8,60.73
2024,10,15,15,233.88,29.7,44.12,98.01,4.01,16.08,71.76
2024,10,15,16,54.42,27.63,52.06,98.03,4.62,16.83,83.68
2024,10,15,17,0,24.83,65.65,98.08,4.78,17.94,90
2024,10,15,18,0,22.89,77.1,98.14,4.62,18.68,90
2024,10,15,19,0,22.13,82.12,98.18,4.29,18.95,90
2024,10,15,20,0,21.86,83.79,98.2,4.01,19.01,90
2024,10,15,21,0,21.61,84.68,98.22,3.57,18.94,90
2024,10,15,22,0,21.36,85.44,98.22,3.11,18.84,90
2024,10,15,23,0,21.13,86.14,98.21,2.67,18.73,90
2024,10,16,0,0,20.87,86.95,98.19,2.26,18.64,90
2024,10,16,1,0,20.77,86.91,98.18,1.93,18.52,90
2024,10,16,2,0,20.7,86.64,98.17,1.6,18.41,90
2024,10,16,3,0,20.59,86.53,98.18,1.36,18.29,90
2024,10,16,4,0,20.54,86.04,98.19,1.13,18.14,90
2024,10,16,5,0,20.53,85.35,98.22,0.86,18.01,90
2024,10,16,6,88.72,21,82.26,98.26,0.64,17.87,80.89
2024,10,16,7,265.77,22.58,73.19,98.3,0.82,17.55,69.47
2024,10,16,8,452.88,24.69,61.92,98.32,1.36,16.91,58.75
2024,10,16,9,602.72,26.89,51.61,98.3,2.12,16.09,49.79
2024,10,16,10,695.47,28.31,46.23,98.26,2.94,15.64,43.72
2024,10,16,11,726.5,29.18,43.2,98.2,3.63,15.37,41.87
2024,10,16,12,675.33,29.43,42.56,98.14,4.19,15.35,44.76
2024,10,16,13,570.03,29.06,43.88,98.1,4.66,15.48,51.59
2024,10,16,14,412.52,28.13,46.96,98.08,5.03,15.71,61.03
2024,10,16,15,228.2,26.57,52.71,98.1,5.24,16.11,72.03
2024,10,16,16,51,24.62,61,98.13,5.1,16.58,83.93
2024,10,16,17,0,22.56,71.18,98.16,4.43,17.08,90
2024,10,16,18,0,21.56,77.62,98.19,4.12,17.49,90
2024,10,16,19,0,21,81.73,98.22,3.87,17.76,90
2024,10,16,20,0,20.77,83.22,98.23,3.65,17.84,90
2024,10,16,21,0,20.61,83.99,98.24,3.25,17.84,90
2024,10,16,22,0,20.72,83.41,98.22,2.82,17.81,90
2024,10,16,23,0,20.78,82.82,98.19,2.37,17.78,90
2024,10,17,0,0,20.76,82.65,98.17,2.03,17.72,90
2024,10,17,1,0,20.63,83.17,98.15,1.81,17.69,90
2024,10,17,2,0,20.46,83.76,98.12,1.77,17.65,90
2024,10,17,3,0,20.36,83.81,98.1,1.87,17.56,90
2024,10,17,4,0,20.18,84.75,98.11,1.92,17.56,90
2024,10,17,5,0,19.96,85.47,98.14,2.04,17.47,90
2024,10,17,6,87.78,20.52,82.14,98.17,2.39,17.39,81.1
2024,10,17,7,268.23,22.6,70.48,98.2,3.13,16.97,69.66
2024,10,17,8,457.12,24.23,61.99,98.22,3.36,16.5,58.98
2024,10,17,9,612,25.75,55.24,98.2,3.68,16.1,50.07
2024,10,17,10,700.75,27,49.9,98.16,4.19,15.63,44.06
2024,10,17,11,701.5,27.74,46.93,98.12,4.78,15.31,42.23
2024,10,17,12,629.65,27.89,46.74,98.07,5.26,15.33,45.11
2024,10,17,13,506.4,27.54,48.91,98.03,5.49,15.73,51.92
2024,10,17,14,336.62,26.76,53.31,98.01,5.49,16.41,61.33
2024,10,17,15,196.32,25.59,59.49,98,5.32,17.09,72.3
