YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,PS,WS10M,T2MDEW,SZA
2025,4,20,15,516,24.79,35.79,97.9,4.88,8.35,57.18
2025,4,20,16,294.4,22.74,41.9,97.9,4.46,8.93,69.75
2025,4,20,17,84.72,19.99,52.93,97.89,3.68,9.97,82.21
2025,4,20,18,0,17.15,71.6,97.9,2.86,11.89,90
2025,4,20,19,0,16.05,82.02,97.94,2.2,12.96,90
2025,4,20,20,0,15.09,89.8,97.97,1.37,13.43,90
2025,4,20,21,0,14.45,94.54,97.98,0.95,13.59,90
2025,4,20,22,0,14,97.03,97.97,0.56,13.54,90
2025,4,20,23,0,13.53,98.9,97.94,0.55,13.34,90
2025,4,21,0,0,13.06,100,97.91,0.84,13.16,90
2025,4,21,1,0,12.79,100,97.89,1.06,13.02,90
2025,4,21,2,0,13.02,98.26,97.89,1.03,12.75,90
2025,4,21,3,0,13.14,95.86,97.9,0.96,12.47,90
2025,4,21,4,0,13.03,95.11,97.91,0.98,12.26,90
2025,4,21,5,49,13.29,92.14,97.97,1.94,12.04,84.96
2025,4,21,6,257.23,14.92,82.67,98.03,2.01,12,72.5
2025,4,21,7,496.7,17.26,66.92,98.03,0.95,11.06,59.89
2025,4,21,8,705.6,19.89,52.11,98.01,0.13,9.78,47.48
2025,4,21,9,868.78,23.16,35.49,97.99,0.29,6.86,35.74
2025,4,21,10,976.88,26.27,24.8,97.94,1.32,3.77,25.88
2025,4,21,11,1007.33,27.51,22.62,97.92,2.88,3.22,20.93
2025,4,21,12,981.78,27.62,22.73,97.93,4.02,3.39,24.18
2025,4,21,13,890.9,27.38,23.52,97.9,4.09,3.8,33.28
2025,4,21,14,738.45,26.76,24.57,97.88,4.21,4.1,44.73
2025,4,21,15,529.2,25.74,25.9,97.9,3.72,4.19,57.04
2025,4,21,16,290.25,24.16,29.45,97.89,2.6,4.73,69.62
2025,4,21,17,78.97,21.33,44.86,97.89,1.86,8.38,82.05
2025,4,21,18,0,18.02,56.62,97.92,1.97,9.19,90
2025,4,21,19,0,17.13,63.03,97.95,1.71,10,90
2025,4,21,20,0,16.28,69.33,97.98,1.39,10.62,90
2025,4,21,21,0,16.59,64.16,97.96,1.17,9.67,90
2025,4,21,22,0,17.53,54.57,97.9,1.8,7.95,90
2025,4,21,23,0,17.21,54.71,97.85,2.58,7.85,90
2025,4,22,0,0,16.98,53.39,97.81,3.04,7.35,90
2025,4,22,1,0,17.05,51.14,97.78,3.29,6.84,90
2025,4,22,2,0,17.26,49.1,97.75,3.52,6.45,90
2025,4,22,3,0,17.37,48.59,97.73,3.58,6.37,90
2025,4,22,4,0,17.83,47.51,97.74,3.68,6.45,90
2025,4,22,5,38.22,18.79,44.45,97.74,4.02,6.36,84.76
2025,4,22,6,185.48,21.98,37.86,97.75,3.86,6.91,72.29
2025,4,22,7,377.85,25.04,28.69,97.78,4.15,5.31,59.68
2025,4,22,8,557.83,26.81,25.97,97.79,4.37,5.39,47.25
2025,4,22,9,778.85,28.22,24.11,97.76,4.93,5.56,35.49
2025,4,22,10,909.7,30.55,20.41,97.76,6.34,5.09,25.58
2025,4,22,11,959.92,32.29,18,97.77,7.44,4.6,20.6
2025,4,22,12,917.55,30.82,20.8,97.8,7.67,5.32,23.91
2025,4,22,13,817.12,29.4,24.48,97.83,7.17,6.6,33.09
2025,4,22,14,686.45,29.43,25.88,97.84,6.89,7.5,44.58
2025,4,22,15,501.42,28.55,28.48,97.88,6.47,8.17,56.91
2025,4,22,16,282.65,26.62,33.42,97.94,5.27,8.93,69.49
2025,4,22,17,80.12,23.52,47.26,97.98,2.86,11.25,81.89
2025,4,22,18,0,19.71,67.16,98.02,1.22,13.24,90
2025,4,22,19,0,18.69,69.34,98.05,1.3,12.86,90
2025,4,22,20,0,18.88,61.52,98.04,1.72,11.26,90
2025,4,22,21,0,19.22,52.92,98.01,2.12,9.33,90
2025,4,22,22,0,19.74,49.9,98.05,1.48,8.96,90
2025,4,22,23,0,19.44,51.88,98.04,0.98,9.24,90
2025,4,23,0,0,19.33,49.32,97.93,2.61,8.43,90
2025,4,23,1,0,18.85,47.91,97.85,3.65,7.58,90
2025,4,23,2,0,19.09,47.38,97.79,4.02,7.62,90
2025,4,23,3,0,18.38,52.16,97.74,3.8,8.31,90
2025,4,23,4,0,18.36,55.18,97.73,3.29,9.09,90
2025,4,23,5,31.98,19.43,53.26,97.74,3,9.59,84.56
2025,4,23,6,148.43,22.62,43.72,97.72,3.36,9.62,72.08
2025,4,23,7,272.45,26.12,31.03,97.71,3.87,7.56,59.47
2025,4,23,8,416.6,28.52,25.05,97.74,4.61,6.48,47.03
2025,4,23,9,457.23,30.18,21.17,97.77,6.31,5.37,35.24
2025,4,23,10,442.2,30.18,21.91,97.81,7.36,5.65,25.28
2025,4,23,11,375,29.08,25.83,97.84,6.89,7.1,20.27
2025,4,23,12,352.62,27.57,31.59,97.87,6.1,8.83,23.64
2025,4,23,13,316.42,27.07,34.95,97.82,4.82,10.03,32.9
2025,4,23,14,323.52,26.74,37.05,97.81,4.48,10.64,44.44
2025,4,23,15,212.2,25.48,43.32,97.76,3.2,11.89,56.78
2025,4,23,16,109.2,23.43,54.22,97.79,4.39,13.49,69.37
2025,4,23,17,33.45,21,71.29,97.88,4.55,15.53,81.74
2025,4,23,18,0,19.45,82.06,97.92,3.93,16.29,90
2025,4,23,19,0,19.21,81.88,97.97,3.38,16.02,90
2025,4,23,20,0,18.83,82.09,98.02,2.23,15.68,90
2025,4,23,21,0,18.3,84.27,98.01,1.68,15.58,90
2025,4,23,22,0,17.88,86.5,97.98,1.54,15.56,90
2025,4,23,23,0,17.37,88.68,97.96,1.73,15.44,90
2025,4,24,0,0,16.98,90.06,97.93,1.93,15.28,90
2025,4,24,1,0,16.81,90.62,97.91,2.45,15.19,90
2025,4,24,2,0,16.77,91.33,97.91,2.86,15.29,90
2025,4,24,3,0,16.44,93.93,97.9,2.46,15.39,90
2025,4,24,4,0,16.01,96.6,97.88,2.02,15.4,90
2025,4,24,5,29.95,15.98,96.52,97.86,1.89,15.37,84.36
2025,4,24,6,141.52,17.32,88.12,97.9,2.64,15.31,71.87
2025,4,24,7,259.08,19.04,75.74,97.94,2.76,14.65,59.27
2025,4,24,8,388.62,20.44,64.05,97.91,1.39,13.36,46.82
2025,4,24,9,558.65,22,55.12,97.86,1.19,12.44,35
2025,4,24,10,603.17,23.77,48.19,97.85,2.44,11.96,24.99
2025,4,24,11,663.03,23.55,48.35,97.85,3.56,11.74,19.94
2025,4,24,12,647.38,22.71,52.32,97.83,3.98,12.28,23.38
2025,4,24,13,473.75,21.79,57.48,97.83,4.38,12.97,32.71
2025,4,24,14,369.83,20.74,63.27,97.84,4.48,13.49,44.29
2025,4,24,15,206.8,19.61,69.98,97.86,4.63,13.99,56.65
2025,4,24,16,109.18,18.52,77.52,97.85,3.65,14.53,69.24
2025,4,24,17,33.12,17.57,84.56,97.79,1.97,14.95,81.58
2025,4,24,18,0,16.9,89.66,97.78,0.52,15.19,90
2025,4,24,19,0,16.7,91.69,97.94,3.03,15.35,90
2025,4,24,20,0,16.64,92.56,98.05,3.77,15.45,90
2025,4,24,21,0,16.34,93.08,98.05,3.49,15.24,90
2025,4,24,22,0,16.34,91.32,98.04,2.67,14.94,90
2025,4,24,23,0,15.5,94.92,98.02,2.88,14.71,90
2025,4,25,0,0,15.37,94.56,98.02,3.34,14.52,90
2025,4,25,1,0,15.33,93.36,98,2.86,14.28,90
2025,4,25,2,0,15.07,93.92,97.98,2.69,14.12,90
2025,4,25,3,0,14.95,94.37,97.98,2.31,14.07,90
2025,4,25,4,0,14.81,94.3,97.98,1.77,13.92,90
2025,4,25,5,46,15.07,91.74,97.99,1.89,13.74,84.15
2025,4,25,6,214.02,16.69,81.75,98.02,2.32,13.55,71.67
2025,4,25,7,394.27,18.68,67.64,98.04,2.67,12.57,59.07
2025,4,25,8,599.08,20.82,54.55,98.05,3.34,11.28,46.61
2025,4,25,9,733.47,22.36,47.11,98.06,3.9,10.47,34.76
2025,4,25,10,845.85,23.44,42.61,98.05,4.12,9.93,24.7
2025,4,25,11,897.65,24.07,40.02,98.02,4.43,9.54,19.62
2025,4,25,12,933,24.4,38.04,97.97,4.75,9.06,23.13
2025,4,25,13,863.72,24.33,37.31,97.92,4.97,8.68,32.53
2025,4,25,14,726.53,23.7,38.47,97.88,5.08,8.59,44.15
2025,4,25,15,529.45,22.59,41.35,97.85,4.96,8.67,56.52
2025,4,25,16,307.4,21,46.51,97.84,4.61,9.02,69.11
2025,4,25,17,96.55,18.85,56.43,97.85,4.05,9.91,81.42
2025,4,25,18,0,16.19,73.04,97.87,3.25,11.29,90
2025,4,25,19,0,15.09,82.95,97.92,2.9,12.19,90
2025,4,25,20,0,14.35,90.18,97.96,2.76,12.78,90
2025,4,25,21,0,13.8,94.74,97.96,2.6,13,90
2025,4,25,22,0,13.93,94.22,97.95,2.49,13.05,90
2025,4,25,23,0,14.13,92.88,97.92,2.35,13.01,90
2025,4,26,0,0,14.25,91.86,97.9,2.21,12.95,90
2025,4,26,1,0,14.28,91.37,97.88,1.81,12.91,90
2025,4,26,2,0,14.34,90.63,97.87,1.44,12.84,90
2025,4,26,3,0,14.43,89.63,97.86,1.05,12.76,90
2025,4,26,4,0,14.24,90.17,97.87,0.8,12.68,90
2025,4,26,5,58.45,14.64,88.27,97.91,0.68,12.74,83.95
2025,4,26,6,252.05,16.24,80.8,97.96,1.75,12.81,71.47
2025,4,26,7,469.88,18.11,63.64,98.02,2.5,11.13,58.87
2025,4,26,8,583.6,19.98,54.32,98.06,3.08,10.48,46.4
2025,4,26,9,786.08,21.38,48.61,98.06,3.71,10.1,34.53
2025,4,26,10,865.72,22.31,45.45,98.05,4.35,9.92,24.42
2025,4,26,11,893.47,22.8,43.94,98.03,4.94,9.84,19.3
2025,4,26,12,769.45,22.85,43.58,98.01,5.33,9.73,22.87
2025,4,26,13,755.65,22.59,43.86,97.99,5.43,9.6,32.35
2025,4,26,14,601.38,22.01,45.08,97.98,5.35,9.48,44
2025,4,26,15,415.58,21.08,47.91,97.99,5.14,9.55,56.39
2025,4,26,16,241.4,19.78,53.21,98.01,4.85,9.93,68.98
2025,4,26,17,83.4,18.11,62.16,98.05,4.33,10.71,81.26
2025,4,26,18,0,15.55,79.51,98.08,3.14,11.98,90
2025,4,26,19,0,14.44,90,98.13,2.54,12.81,90
2025,4,26,20,0,13.85,95.71,98.16,2.34,13.19,90
2025,4,26,21,0,13.7,96.72,98.14,2.29,13.2,90
2025,4,26,22,0,13.73,96.01,98.11,2.09,13.12,90
2025,4,26,23,0,13.89,94.5,98.08,1.92,13.03,90
2025,4,27,0,0,13.9,93.92,98.05,1.9,12.94,90
2025,4,27,1,0,13.57,95.35,98.04,1.8,12.85,90
2025,4,27,2,0,13.69,94.21,98.05,1.63,12.79,90
2025,4,27,3,0,13.7,93.47,98.07,1.4,12.68,90
2025,4,27,4,0,13.5,93.1,98.08,1.42,12.4,90
2025,4,27,5,50.25,13.44,92.06,98.1,1.72,12.17,83.75
2025,4,27,6,203.9,15.56,77.92,98.13,2.01,11.69,71.28
2025,4,27,7,357.92,17.98,58.79,98.14,2.16,9.75,58.68
2025,4,27,8,595.72,20.76,42.23,98.13,2.18,7.42,46.2
2025,4,27,9,795.58,22.97,36.11,98.1,1.84,7.09,34.3
2025,4,27,10,950.7,24.92,30.86,98.03,1.32,6.48,24.14
2025,4,27,11,981.62,26.11,28.5,97.97,0.88,6.25,18.99
2025,4,27,12,916.45,26.75,27.88,97.93,1.16,6.32,22.62
2025,4,27,13,836.08,26.79,28.07,97.91,2.27,6.32,32.17
2025,4,27,14,625.17,26.04,29.8,97.89,3.8,6.53,43.86
2025,4,27,15,403.55,24.46,35.49,97.9,5.07,7.77,56.27
2025,4,27,16,215.3,21.93,46.64,97.93,5.57,9.73,68.86
2025,4,27,17,72.32,18.98,62.72,97.97,5.39,11.66,81.09
2025,4,27,18,0,16.23,79.63,98.02,4.52,12.72,90
2025,4,27,19,0,14.91,88.55,98.07,3.93,13.04,90
2025,4,27,20,0,14.63,91.15,98.13,3.65,13.19,90
2025,4,27,21,0,14.36,92.96,98.15,3.38,13.22,90
2025,4,27,22,0,14.03,95.35,98.13,3.06,13.28,90
2025,4,27,23,0,13.76,97.41,98.11,2.74,13.32,90
2025,4,28,0,0,13.56,98.65,98.07,2.38,13.32,90
2025,4,28,1,0,13.51,98.04,98.04,1.99,13.19,90
2025,4,28,2,0,13.57,97.13,98.02,1.67,13.09,90
2025,4,28,3,0,13.63,95.94,98.01,1.43,13,90
2025,4,28,4,0,13.67,94.9,98.02,1.26,12.86,90
2025,4,28,5,54.8,14.23,90.77,98.05,1.14,12.73,83.55
2025,4,28,6,236.05,15.9,81.01,98.06,1.05,12.65,71.09
2025,4,28,7,443.27,18.02,68.34,98.07,1.03,12.11,58.49
2025,4,28,8,624.92,20.6,54.34,98.07,1.29,11.05,46
2025,4,28,9,782.2,23.35,40.94,98.05,1.63,9.17,34.08
2025,4,28,10,918.28,25.12,35.82,98,2.31,8.64,23.87
2025,4,28,11,992.65,26.04,34.41,97.96,3.22,8.75,18.67
2025,4,28,12,964.22,26.21,34.78,97.92,4.23,9.06,22.38
2025,4,28,13,860.05,25.76,37.17,97.89,5.02,9.72,32
2025,4,28,14,714.62,24.6,42.18,97.86,5.61,10.69,43.72
2025,4,28,15,510.17,22.78,50.38,97.87,5.85,11.88,56.14
2025,4,28,16,292.65,20.36,61.97,97.92,5.59,12.85,68.73
2025,4,28,17,95.32,17.99,73.14,97.95,4.83,13.13,80.93
2025,4,28,18,0,15.76,85.59,97.98,4.02,13.36,90
2025,4,28,19,0,15.15,90.4,98.02,3.71,13.59,90
2025,4,28,20,0,15.03,91.96,98.07,3.4,13.76,90
2025,4,28,21,0,15.07,91.74,98.08,2.97,13.75,90
2025,4,28,22,0,15.16,90.47,98.07,2.55,13.61,90
2025,4,28,23,0,15.19,89.64,98.04,2.2,13.52,90
2025,4,29,0,0,15.14,89.37,98.02,2.03,13.42,90
2025,4,29,1,0,15.05,89.32,97.99,1.99,13.32,90
2025,4,29,2,0,15.04,87.73,97.99,1.92,13.05,90
2025,4,29,3,0,14.95,86.76,97.97,1.52,12.79,90
2025,4,29,4,0,14.64,86.56,97.97,1.16,12.44,90
2025,4,29,5,64.2,14.98,83.32,97.99,1.31,12.2,83.35
2025,4,29,6,257.45,16.52,73.7,98.03,1.77,11.8,70.91
2025,4,29,7,470.12,18.38,61.86,98.06,2,10.95,58.31
2025,4,29,8,651.7,20.51,50.57,98.07,2.55,9.9,45.81
2025,4,29,9,831.4,22.45,42.04,98.1,3.39,8.85,33.86
2025,4,29,10,951.25,23.82,37.8,98.08,4.13,8.43,23.6
2025,4,29,11,989.7,24.66,35.47,98.05,4.52,8.21,18.37
2025,4,29,12,968.7,25.19,33.62,98.01,4.69,7.89,22.14
2025,4,29,13,879.83,25.37,32.82,97.97,4.81,7.69,31.83
2025,4,29,14,726.17,24.98,33.38,97.93,4.89,7.59,43.59
2025,4,29,15,528.55,23.92,35.51,97.92,4.76,7.6,56.02
2025,4,29,16,297.2,22.18,40.98,97.95,4.66,8.15,68.61
2025,4,29,17,94.95,19.74,52.04,97.98,4.43,9.5,80.76
2025,4,29,18,0,16.84,71.14,98,3.41,11.51,90
2025,4,29,19,0,15.7,81.92,98,2.32,12.62,90
2025,4,29,20,0,15.19,87.65,98.03,1.87,13.17,90
2025,4,29,21,0,14.56,93.06,98.02,1.77,13.45,90
2025,4,29,22,0,14.07,95.76,98.01,1.67,13.4,90
2025,4,29,23,0,14.24,92.75,97.97,1.53,13.03,90
2025,4,30,0,0,15.1,84.22,97.89,2.09,12.38,90
2025,4,30,1,0,14.97,81.85,97.81,2.66,11.8,90
2025,4,30,2,0,15.13,76.44,97.75,3.38,10.92,90
2025,4,30,3,0,15.18,72.64,97.69,3.4,10.19,90
2025,4,30,4,0,14.94,70.81,97.65,3.6,9.52,90
2025,4,30,5,51.28,16.4,62.05,97.63,3.84,8.92,83.15
2025,4,30,6,187.57,19.97,46.65,97.62,4.5,7.99,70.73
2025,4,30,7,393.25,22.46,39.97,97.6,4.5,7.93,58.13
2025,4,30,8,573.3,25.72,31.87,97.57,5.43,7.5,45.62
2025,4,30,9,743.85,28.86,24.89,97.5,6.29,6.57,33.65
2025,4,30,10,884.05,31.62,20.03,97.41,6.88,5.68,23.34
2025,4,30,11,895.97,33.16,17.98,97.32,7.27,5.43,18.07
2025,4,30,12,543.7,33.84,17.15,97.25,7.41,5.31,21.9
2025,4,30,13,508.25,34.3,16.25,97.17,7.25,4.89,31.66
2025,4,30,14,457.3,34.67,15.6,97.11,6.9,4.54,43.45
2025,4,30,15,212.35,33.84,16.8,97.1,6,4.87,55.89
2025,4,30,16,119.07,31.18,22.39,97.14,4.69,6.92,68.48
2025,4,30,17,42.75,26.66,35.6,97.27,5.25,9.83,80.6
2025,4,30,18,0,22.38,56.47,97.52,6.82,13.04,90
2025,4,30,19,0,19.63,74.58,97.68,5.89,14.94,90
2025,4,30,20,0,18.91,80.35,97.78,5.72,15.46,90
2025,4,30,21,0,18.14,86.37,97.83,6.07,15.84,90
2025,4,30,22,0,17.43,90.18,97.84,5.46,15.82,90
2025,4,30,23,0,17.29,90.28,97.84,4.62,15.7,90
2025,5,1,0,0,17.1,90.29,97.88,3.79,15.51,90
2025,5,1,1,0,17,88.24,97.9,3.4,15.05,90
2025,5,1,2,0,16.56,88.71,97.84,1.86,14.72,90
2025,5,1,3,0,16.47,87.65,97.84,1.61,14.44,90
2025,5,1,4,0,15.92,88.54,97.83,1.57,14.04,90
2025,5,1,5,46.95,16.09,87.01,97.85,2,13.95,82.95
2025,5,1,6,185.07,17.48,77.43,97.9,2.24,13.51,70.55
2025,5,1,7,389.42,19.34,65.31,97.91,2.53,12.69,57.95
2025,5,1,8,567.85,21.47,52.77,97.92,3.24,11.43,45.44
2025,5,1,9,744.8,23.16,44.48,97.92,3.94,10.39,33.44
2025,5,1,10,878.17,24.28,40.35,97.91,4.59,9.92,23.09
2025,5,1,11,892.78,24.73,38.87,97.9,5.12,9.75,17.77
2025,5,1,12,798.83,24.72,38.59,97.89,5.41,9.62,21.66
2025,5,1,13,707.47,24.42,39.13,97.88,5.47,9.54,31.49
2025,5,1,14,548.28,23.67,41.09,97.86,5.26,9.59,43.32
2025,5,1,15,404.77,22.68,43.79,97.86,4.89,9.67,55.77
2025,5,1,16,228.57,21.66,46.6,97.87,4.61,9.7,68.36
2025,5,1,17,77.82,20.27,52.33,97.87,4.36,10.14,80.43
2025,5,1,18,0,17.72,67.07,97.9,3.25,11.45,90
2025,5,1,19,0,16.39,77.42,97.94,2.86,12.38,90
2025,5,1,20,0,15.57,83.99,97.97,2.48,12.84,90
2025,5,1,21,0,14.82,88.86,97.95,2.28,12.96,90
2025,5,1,22,0,14.16,91.93,97.91,2.05,12.8,90
2025,5,1,23,0,14.17,90.58,97.88,1.56,12.59,90
2025,5,2,0,0,14.19,88.25,97.87,1.11,12.21,90
2025,5,2,1,0,14.39,85.22,97.87,0.91,11.91,90
2025,5,2,2,0,14.46,84.67,97.9,0.92,11.89,90
2025,5,2,3,0,14.4,85.86,97.92,0.89,12.04,90
2025,5,2,4,0,14.43,86.29,97.94,0.86,12.16,90
2025,5,2,5,64.1,15.28,82.62,97.98,0.83,12.33,82.75
2025,5,2,6,254.2,17.91,67.1,98.01,1.5,11.66,70.38
2025,5,2,7,472.92,20.53,49.07,98.03,2.27,9.46,57.78
2025,5,2,8,675.3,22.06,42.97,98.04,3.08,8.89,45.26
2025,5,2,9,801.45,23.26,38.91,98.04,3.79,8.46,33.24
2025,5,2,10,858.38,24.13,36.29,98.02,4.38,8.18,22.84
2025,5,2,11,911.25,24.71,34.39,97.97,4.92,7.86,17.48
2025,5,2,12,875.78,24.94,33.41,97.92,5.31,7.61,21.43
2025,5,2,13,807.83,24.78,33.41,97.88,5.58,7.45,31.33
2025,5,2,14,623.3,24.2,34.53,97.86,5.63,7.43,43.18
2025,5,2,15,486.15,23.31,36.54,97.86,5.16,7.49,55.65
2025,5,2,16,281.27,22.27,39.39,97.87,4.24,7.66,68.24
2025,5,2,17,96.18,20.76,45.62,97.85,2.92,8.34,80.26
2025,5,2,18,0,17.65,59.08,97.86,2.05,9.46,90
2025,5,2,19,0,16.6,63.73,97.88,2.52,9.63,90
2025,5,2,20,0,16.03,66.37,97.9,2.72,9.66,90
2025,5,2,21,0,15.63,68.18,97.92,2.5,9.66,90
2025,5,2,22,0,15.49,68.08,97.9,2.17,9.48,90
2025,5,2,23,0,15.46,67.05,97.89,1.81,9.21,90
2025,5,3,0,0,15.69,64.75,97.88,1.63,8.91,90
2025,5,3,1,0,15.63,63.95,97.88,1.55,8.67,90
2025,5,3,2,0,15.5,62.9,97.9,1.62,8.29,90
2025,5,3,3,0,15.26,62.26,97.9,1.71,7.91,90
2025,5,3,4,0,15.05,61.38,97.92,1.75,7.51,90
2025,5,3,5,68.45,15.55,60.44,97.96,1.65,7.77,82.55
2025,5,3,6,260.95,18.4,48.98,97.98,1.4,7.32,70.21
2025,5,3,7,478.67,21.84,36.91,98.01,1.15,6.33,57.62
2025,5,3,8,681.62,23.76,34.56,98.01,1.82,6.89,45.09
2025,5,3,9,845.62,25.04,31.76,98,2.42,6.72,33.05
2025,5,3,10,934.7,25.99,30.05,97.96,3.03,6.68,22.59
2025,5,3,11,969.83,26.52,29.74,97.91,3.7,6.94,17.19
2025,5,3,12,881.47,26.58,30.74,97.87,4.58,7.48,21.21
2025,5,3,13,840.97,26.03,33.37,97.84,5.45,8.29,31.17
2025,5,3,14,709.9,24.81,38.46,97.82,6.03,9.49,43.05
2025,5,3,15,518.47,23.05,46.18,97.83,6.2,10.81,55.53
2025,5,3,16,299.2,21.18,53.55,97.85,5.65,11.39,68.12
2025,5,3,17,104.3,19.69,60.41,97.85,4.72,11.78,80.09
2025,5,3,18,0,17.79,72.56,97.88,3.61,12.75,90
2025,5,3,19,0,16.57,82.79,97.92,3.19,13.61,90
2025,5,3,20,0,15.81,89.7,97.95,2.64,14.12,90
2025,5,3,21,0,15.2,94.73,97.95,2.09,14.37,90
2025,5,3,22,0,15.12,95.3,97.94,1.74,14.38,90
2025,5,3,23,0,15.47,92.55,97.93,1.27,14.29,90
2025,5,4,0,0,15.58,90.99,97.9,1.37,14.13,90
2025,5,4,1,0,15.32,91.7,97.88,1.72,14,90
2025,5,4,2,0,14.93,93.47,97.87,2.01,13.9,90
2025,5,4,3,0,14.54,95.1,97.87,2.2,13.78,90
2025,5,4,4,0,14.22,96.34,97.89,2.4,13.66,90
2025,5,4,5,65.2,14.77,93.37,97.92,2.72,13.73,82.36
2025,5,4,6,237.18,16.84,81.98,97.95,3.16,13.77,70.05
2025,5,4,7,445.58,18.69,69,97.98,3.24,12.89,57.46
2025,5,4,8,622.33,20.52,58.68,97.97,3.38,12.12,44.93
2025,5,4,9,772.72,21.74,53.06,97.96,3.75,11.73,32.86
2025,5,4,10,837.38,22.22,51.23,97.94,4.2,11.63,22.36
2025,5,4,11,773.4,22.14,51.76,97.92,4.66,11.72,16.9
2025,5,4,12,822.97,21.82,53.67,97.91,5.07,12,20.98
2025,5,4,13,705.2,21.33,55.79,97.9,5.26,12.13,31.01
2025,5,4,14,581.33,20.71,57.84,97.91,5.21,12.1,42.92
2025,5,4,15,412.58,19.94,61.06,97.92,4.99,12.21,55.41
2025,5,4,16,233.18,19.02,66.02,97.95,4.65,12.51,67.99
2025,5,4,17,88.2,17.88,73.45,97.99,4.23,13.05,79.92
2025,5,4,18,0,16.35,84.63,98.02,3.77,13.76,90
2025,5,4,19,0,15.74,90.12,98.06,3.8,14.14,90
2025,5,4,20,0,15.61,91.76,98.07,3.73,14.3,90
2025,5,4,21,0,15.54,92.17,98.07,3.72,14.28,90
2025,5,4,22,0,15.43,93.24,98.03,3.5,14.36,90
2025,5,4,23,0,15.39,92.83,98.01,3.23,14.25,90
2025,5,5,0,0,15.38,92.68,97.98,2.95,14.22,90
2025,5,5,1,0,15.31,92.73,97.97,2.86,14.15,90
2025,5,5,2,0,15.23,92.59,97.98,2.89,14.04,90
2025,5,5,3,0,15.12,92.72,98,2.93,13.97,90
2025,5,5,4,0,15.07,92.87,98.03,3,13.94,90
2025,5,5,5,59.17,15.67,90.53,98.07,3.31,14.11,82.17
2025,5,5,6,212.27,16.94,83.21,98.12,4.06,14.06,69.89
2025,5,5,7,402.2,18.34,73.41,98.17,4.34,13.5,57.3
2025,5,5,8,582.7,19.93,63.36,98.21,4.6,12.73,44.76
2025,5,5,9,693.4,21.33,55.87,98.25,5.06,12.14,32.68
2025,5,5,10,793.8,22.32,50.98,98.28,5.65,11.66,22.12
2025,5,5,11,839.35,22.99,47.95,98.29,6.04,11.34,16.63
2025,5,5,12,849.8,23.31,46.49,98.29,6.16,11.16,20.77
2025,5,5,13,696.22,23.26,46.08,98.28,6.14,11,30.85
2025,5,5,14,667.55,22.89,46.27,98.25,6.04,10.73,42.8
2025,5,5,15,498.02,22.22,47.37,98.24,5.81,10.48,55.29
2025,5,5,16,301.2,21.17,50.27,98.26,5.4,10.41,67.87
2025,5,5,17,115.72,19.59,56.05,98.28,4.74,10.57,79.74
2025,5,5,18,0,16.89,70.51,98.34,3.2,11.45,90
2025,5,5,19,0,15.85,76.71,98.42,2.35,11.76,90
2025,5,5,20,0,15.33,79.55,98.5,1.74,11.83,90
2025,5,5,21,0,14.78,82.08,98.54,1.45,11.78,90
2025,5,5,22,0,14.02,85.91,98.52,1.48,11.71,90
2025,5,5,23,0,13.27,89.35,98.48,1.64,11.56,90
2025,5,6,0,0,12.7,91.32,98.44,1.81,11.32,90
2025,5,6,1,0,12.17,93.32,98.42,2.04,11.12,90
2025,5,6,2,0,11.74,94.99,98.42,2.23,10.92,90
2025,5,6,3,0,11.22,98.33,98.44,2.29,10.9,90
2025,5,6,4,0,10.9,100,98.47,2.34,10.92,90
2025,5,6,5,94.53,12.28,92.4,98.5,2.23,10.95,81.98
2025,5,6,6,306.15,15.83,71.67,98.54,2.6,10.58,69.74
2025,5,6,7,528.62,19.58,44.25,98.56,1.97,6.66,57.15
2025,5,6,8,729.72,22.62,29.22,98.59,1.61,3.41,44.61
2025,5,6,9,886.2,24.61,25.05,98.59,1.8,2.91,32.5
2025,5,6,10,980.33,25.88,25.44,98.58,2.3,3.88,21.9
2025,5,6,11,1008.72,26.72,24.48,98.55,2.82,3.96,16.35
2025,5,6,12,981.15,27.24,23.86,98.51,3.19,4.02,20.55
2025,5,6,13,892.15,27.34,23.8,98.47,3.48,4.12,30.7
2025,5,6,14,746.7,26.94,24.58,98.44,3.76,4.3,42.67
2025,5,6,15,553.47,26.11,26.27,98.44,3.94,4.62,55.17
2025,5,6,16,333.92,24.77,29.11,98.46,3.99,5.06,67.75
2025,5,6,17,117.85,22.41,34.84,98.48,3.87,5.8,80.17
2025,5,6,18,3.65,18.44,53.42,98.52,3.08,8.53,89.41
2025,5,6,19,0,16.69,64.4,98.57,2.48,9.81,90
2025,5,6,20,0,15.66,71.72,98.62,2.1,10.49,90
2025,5,6,21,0,14.82,76.82,98.62,1.87,10.73,90
2025,5,6,22,0,14.2,79.47,98.61,1.48,10.62,90
2025,5,6,23,0,14.05,78.27,98.59,1.08,10.23,90
2025,5,7,0,0,14.28,74.09,98.55,1.02,9.6,90
2025,5,7,1,0,14.45,69.74,98.53,1.24,8.82,90
2025,5,7,2,0,14.51,65.75,98.52,1.52,7.97,90
2025,5,7,3,0,14.24,63.81,98.51,1.73,7.25,90
2025,5,7,4,0,14.26,61.22,98.52,1.9,6.67,90
